query,COG_category,PFAMs
1458300_9264_174,K,AraC_binding_HTH_18
1458300_9264_175,S,AstE_AspA_Peptidase_M14
1458300_9264_176,,
1458300_9264_177,K,CSD
1458300_9264_178,T,HD_5
1458300_9264_179,S,DUF808
1458300_9264_180,J,tRNA_U5meth_tr
1458300_9264_181,,
1458300_9264_182,S,DUF805
1458300_9264_183,K,HTH_18
1458300_9264_184,F,Amidohydro_1
1458300_9264_185,C,FAD_binding_6_Fer2_MOSC_MOSC_N_NAD_binding_1
1458300_9264_186,NT,HAMP_MCPsignal_dCache_1
1458300_9264_187,S,AraC_binding
1458300_9264_188,I,Acyltransferase
1458300_9264_189,S,
1458300_9264_190,S,DUF406
1458300_9264_191,K,TetR_N
1458300_9264_192,P,ABC_tran
1458300_9264_193,P,FecCD
1458300_9264_194,P,Peripla_BP_2
1458300_9264_195,U,ExbD
1458300_9264_196,U,MotA_ExbB
1458300_9264_197,M,TonB_C
1458300_9264_198,H,Radical_SAM
1458300_9264_199,P,ChuX_HutX
1458300_9264_200,P,Putative_PNPOx
1458300_9264_201,NT,HAMP_MCPsignal
1458300_9264_202,KT,Diacid_rec_HTH_30
1458300_9264_203,EG,GntP_permease
1458300_9264_204,G,Gly_kinase
1458300_9264_205,,
1458300_9264_206,O,DSBA
1458300_9264_207,S,Lactamase_B
1458300_9264_208,,
1458300_9264_209,H,6PGD_NAD_binding_2
1458300_9264_210,G,Glucosamine_iso
1458300_9264_211,G,G6PD_C_G6PD_N
1458300_9264_212,KT,HD_HD_5_dCache_1
1458300_9264_213,E,PHP
1458300_9264_214,C,Cytochrom_B562
1458300_9264_215,,
1458300_9264_216,S,PepSY_PepSY_TM
1458300_9264_217,E,Glyoxalase
1458300_9264_218,K,HTH_1_LysR_substrate
1458300_9264_219,K,Autoind_bind_GerE
1458300_9264_220,S,DJ1_PfpI
1458300_9264_221,S,DJ1_PfpI
1458300_9264_222,H,Aminotran_1_2
1458300_9264_223,C,ADH_N_ADH_zinc_N
1458300_9264_224,,
1458300_9264_225,S,Bacillus_HBL
1458300_9264_226,,
1458300_9264_227,,
1458300_9264_228,,
1458300_9264_229,M,CBAH
1458300_9264_230,K,HTH_1_LysR_substrate
1458300_9264_231,E,PALP
1458300_9264_232,,
1458300_9264_234,C,Cyt_bd_oxida_II
1458300_9264_235,C,Cyt_bd_oxida_I
1458300_9264_236,K,Aminotran_1_2_GntR
1458300_9264_237,M,Peptidase_S11
1458300_9264_238,,
1458300_9264_239,M,OmpW
1458300_9264_240,E,FTP_PPC_PepSY_Peptidase_M4_Peptidase_M4_C
1458300_9264_241,NT,MCPsignal_PAS_3_PAS_9
1458300_9264_242,I,Lipase_bact_N
1458300_9264_243,I,Toluene_X
1458300_9264_244,G,Alphaamylase
1458300_9264_245,S,Aldo_ket_red
1458300_9264_246,,
1458300_9264_247,V,ABC_tran
1458300_9264_248,M,FtsX_MacB_PCD
1458300_9264_249,M,LolA_like
1458300_9264_250,,
1458300_9264_251,T,HATPase_c_His_kinase
1458300_9264_252,K,LytTR_Response_reg
1458300_9264_253,Q,HemolysinCabind_Peptidase_M10_C
1458300_9264_254,T,GGDEF
1458300_9264_255,E,AA_permease_2
1458300_9264_256,E,LysE
1458300_9264_257,,
1458300_9264_258,C,Gp_dh_C_Gp_dh_N
1458300_9264_259,F,dCMP_cyt_deam_1
1458300_9264_260,O,OsmC
1458300_9264_261,P,CBS_CorC_HlyC_DUF21
1458300_9264_262,S,Hexapep_Hexapep_2_Mac
1458300_9264_263,EG,EamA
1458300_9264_264,P,Cation_efflux
1458300_9264_265,K,HTH_1_LysR_substrate
1458300_9264_266,Q,Methyltransf_12_Methyltransf_23
1458300_9264_268,K,HTH_1_LysR_substrate
1458300_9264_269,I,ACAS_N_AMPbinding_AMPbinding_C
1458300_9264_270,E,Biopterin_H
1458300_9264_271,H,Pterin_4a
1458300_9264_272,K,Acetyltransf_1
1458300_9264_273,E,Aminotran_3
1458300_9264_274,G,Ectoine_synth
1458300_9264_275,E,AA_kinase
1458300_9264_277,O,Cpn60_TCP1
1458300_9264_278,O,Cpn10
1458300_9264_279,P,CBS_MgtE_MgtE_N
1458300_9264_280,M,MS_channel
1458300_9264_281,H,Orn_Arg_deC_N
1458300_9264_282,E,Arginase
1458300_9264_283,G,CBM_5_12_2_Metallophos_PPC_Peptidase_M28
1458300_9264_284,E,CBM_5_12_PPC_Trypsin_2
1458300_9264_285,S,LPMO_10
1458300_9264_286,S,DPRP
1458300_9264_287,I,MaoC_dehydratas
1458300_9264_288,P,PBP_like_PBP_like_2
1458300_9264_289,S,DUF3024
1458300_9264_290,J,OB_RNB_RNB_S1
1458300_9264_291,JKL,DEAD_DbpA_Helicase_C
1458300_9264_292,M,Trypsin
1458300_9264_293,M,Sulfatase
1458300_9264_294,G,PfkB
1458300_9264_295,S,CreA
1458300_9264_296,,
1458300_9264_297,S,HAD_2
1458300_9264_298,,
1458300_9264_299,L,HTH_23_Resolvase
1458300_9264_301,,
1458300_9800_2,J,Acetyltransf_1
1458300_9800_3,S,RelB
1458300_9800_4,S,ParE_toxin
1458300_9800_5,,
1458300_10454_1,,
1458300_10454_2,,
1458300_10454_3,S,Mrr_cat
1458300_10454_4,,
1458300_10454_5,,
1458300_10454_7,,
1458300_10454_8,,
1458300_10454_9,K,ParD_antitoxin
1458300_10454_10,S,ParE_toxin
1458300_10454_11,Q,DUF3465
1458300_10454_12,,
1458300_10454_13,,
1458300_10454_14,E,LysE
1458300_10454_15,S,GrpB
1458300_10469_1,J,GTP_EFTU_GTP_EFTU_D2_GTP_EFTU_D3
1458300_10469_2,U,SecE
1458300_10469_3,K,KOW_NusG
1458300_10469_4,J,Ribosomal_L11_Ribosomal_L11_N
1458300_10469_5,J,Ribosomal_L1
1458300_10469_6,J,Ribosomal_L10
1458300_10469_7,J,Ribosomal_L12_Ribosomal_L12_N
1458300_10469_8,K,RNA_pol_Rpb2_1_RNA_pol_Rpb2_2_RNA_pol_Rpb2_3_RNA_pol_Rpb2_45_RNA_pol_Rpb2_6_RNA_pol_Rpb2_7
1458300_10469_9,K,RNA_pol_Rpb1_1_RNA_pol_Rpb1_2_RNA_pol_Rpb1_3_RNA_pol_Rpb1_4_RNA_pol_Rpb1_5
1458300_10469_10,K,Rsd_AlgQ
1458300_10469_11,L,NUDIX_zfNADHPPase
1458300_10469_12,H,UROD
1458300_10469_13,K,TetR_TetR_N
1458300_10469_14,L,DHHA1
1458300_10469_15,D,Peptidase_M23
1458300_10469_16,G,Metalloenzyme_Phosphodiest_iPGM_N
1458300_10469_17,EG,EamA
1458300_10469_18,P,Na_sulph_symp
1458300_10469_19,I,PS_Dcarbxylase
1458300_10469_20,S,RsgA_GTPase
1458300_10469_21,A,RNase_T
1458300_10469_22,C,DUF1730_Fer4_16
1458300_10469_23,S,TsaE
1458300_10469_24,M,AMIN_Amidase_3_LysM
1458300_10469_25,L,DNA_mis_repair_HATPase_c_3_MutL_C
1458300_10469_26,F,IPPT
1458300_10469_27,J,Hfq
1458300_10469_28,S,GTPbdg_M_GTPbdg_N_MMR_HSR1
1458300_10469_29,O,Band_7_HflK_N
1458300_10469_30,O,Band_7
1458300_10469_31,S,DUF2065
1458300_10469_32,S,SlyX
1458300_10469_33,S,WD40
1458300_10469_34,M,FKBP_C_FKBP_N
1458300_10469_35,S,HTH_22_PAS_6
1458300_10469_36,P,DrsE
1458300_10469_37,P,DrsE
1458300_10469_38,P,DsrH
1458300_10469_39,J,Ribosom_S12_S23
1458300_10469_40,J,Ribosomal_S7
1458300_10469_41,J,EFG_C_EFG_II_EFG_IV_GTP_EFTU_GTP_EFTU_D2
1458300_10469_42,J,GTP_EFTU_GTP_EFTU_D2_GTP_EFTU_D3
1458300_10861_1,K,Acetyltransf_1_Acetyltransf_10_Acetyltransf_7
1458300_10861_2,,
1458300_10861_3,I,Abhydrolase_3
1458300_10861_4,S,ParE_toxin
1458300_10861_5,D,PhdYeFM_antitox
1458300_10861_6,K,Acetyltransf_1_Acetyltransf_10_Acetyltransf_7
1458300_10861_7,S,DUF1778
1458300_10861_8,S,MazG
1458300_10861_9,,
1458300_10861_10,,
1458300_10861_11,S,DUF1778
1458300_10861_12,K,Acetyltransf_10
1458300_10861_13,K,Acetyltransf_1_Acetyltransf_10
1458300_10861_14,DJ,ParE_toxin
1458300_10861_15,D,PhdYeFM_antitox
1458300_10861_16,E,Glyoxalase
1458300_10861_17,S,Fic
1458300_10861_18,J,Acetyltransf_1_Acetyltransf_10_Acetyltransf_8
1458300_11168_1,J,Acetyltransf_1_Acetyltransf_10_Acetyltransf_8
1458300_11168_2,,
1458300_11168_3,,
1458300_11433_1,M,Acetyltransf_4
1458300_11433_2,,
1458300_11433_3,L,HigBlike_toxin
1458300_11433_4,K,HTH_3
1458300_11433_5,V,Peptidase_S66
1458300_11694_1,M,Lipocalin_2
1458300_11694_2,J,Acetyltransf_1_Acetyltransf_10_Acetyltransf_3_Acetyltransf_4_DUF2469_FdtA_Glycos_transf_2_PALP
1458300_11765_1,L,DDE_Tnp_Tn3_DUF4158
1458300_11765_2,L,DDE_Tnp_Tn3
1458300_11765_3,L,DUF4113_DUF4332_IMS_IMS_C_IMS_HHH
1458300_11765_4,,
1458300_11765_5,O,
1458300_11765_6,,
1458300_11765_7,L,ArmDNAbind_3_Phage_int_SAM_3_Phage_integrase
1458300_11765_8,L,HATPase_c_3_HSDR_N_2
1458300_11765_9,K,
1458300_11765_10,T,EAL_GGDEF_PAS_9
1458300_11765_11,K,Acetyltransf_1_Acetyltransf_10_Acetyltransf_7
1458300_11765_12,L,DNA_III_psi
1458300_11765_13,S,Acetyltransf_1_Acetyltransf_7_Acetyltransf_9
1458300_11765_14,I,SCP2
1458300_11765_15,T,EAL_GGDEF_PAS_PAS_4_PAS_8_PAS_9
1458300_11765_16,O,Peptidase_U32
1458300_11765_17,O,Peptidase_U32
1458300_11765_18,V,MatE
1458300_11765_19,K,MarR_MarR_2
1458300_11765_20,M,TPR_8
1458300_11765_21,J,KH_1_PNPase_RNase_PH_RNase_PH_C_S1
1458300_11765_22,J,Ribosomal_S15
1458300_11765_23,J,TruBC_2_TruB_C_2_TruB_N
1458300_11765_24,J,RBFA
1458300_11765_25,J,GTP_EFTU_GTP_EFTU_D2_IF2_IF2_N_IF2_assoc
1458300_11765_26,K,HHH_5_KH_5_NusA_N_S1
1458300_11765_27,J,DUF150_DUF150_C
1458300_11765_28,U,SecG
1458300_11765_30,G,PGM_PMM_I_PGM_PMM_II_PGM_PMM_III_PGM_PMM_IV
1458300_11765_31,H,Pterin_bind
1458300_11765_32,O,AAA_FtsH_ext_Peptidase_M41
1458300_11765_33,J,FtsJ
1458300_11765_34,J,CRS1_YhbY
1458300_11765_35,K,GreA_GreB_GreA_GreB_N
1458300_11765_36,M,Porin_1_Porin_4
1458300_11765_37,M,Peptidase_S13
1458300_11765_38,J,S4_tRNAsynt_1b
1458300_11765_39,M,LysM_OapA_OapA_N_Peptidase_M23
1458300_11765_40,V,ACR_tran
1458300_11765_41,M,Biotin_lipoyl_2_HlyD_3_HlyD_D23
1458300_11765_42,C,FeS_biosyn
1458300_11765_43,H,Aminotran_3
1458300_11765_44,,
1458300_11765_45,S,AI2E_transport
1458300_11765_46,J,MTS_MTS_N
1458300_11765_47,T,HAMP_HATPase_c_HisKA_PAS_PAS_8_Response_reg
1458300_11765_48,E,SBP_bac_5
1458300_11765_49,P,BPD_transp_1
1458300_11765_50,P,BPD_transp_1_OppC_N
1458300_11765_51,P,ABC_tran_oligo_HPY
1458300_11765_52,P,ABC_tran_oligo_HPY
1458300_11765_53,S,CelD_N_Glyco_hydro_9
1458300_11765_54,G,BcrAD_BadFG
1458300_11765_55,G,Glyco_hydro_20_Glyco_hydro_20b
1458300_11765_56,G,Glyco_hydro_36_Glyco_transf_36
1458300_11765_57,G,PGM_PMM_I_PGM_PMM_II_PGM_PMM_III_PGM_PMM_IV
1458300_11765_58,P,ABC_tran_TOBE_2
1458300_11765_59,P,BPD_transp_1
1458300_11765_60,P,SBP_bac_1_SBP_bac_6_SBP_bac_8
1458300_11765_61,P,Ammonium_transp
1458300_11765_62,K,PII
1458300_11765_63,S,UPF0231
1458300_11765_64,C,Aconitase_Aconitase_2_N_Aconitase_B_N
1458300_11765_65,M,Bac_surface_Ag_POTRA_Patatin
1458300_11765_66,M,Transgly_Transpeptidase_UB2H
1458300_11765_67,L,DEAD_HA2_Helicase_C_HrpB_C
1458300_11765_68,S,Abhydrolase_6
1458300_11765_69,S,SfsA
1458300_11765_70,T,zfdskA_traR
1458300_11765_71,J,tRNAsynt_1c
1458300_11765_72,F,PolyA_pol_PolyA_pol_RNAbd_PolyA_pol_arg_C
1458300_11765_73,H,HPPK
1458300_11765_74,H,Pantoate_transf
1458300_11765_75,H,Pantoate_ligase
1458300_11765_76,V,ABC2_membrane
1458300_11765_77,V,ABC_tran_DUF4162
1458300_11765_78,P,STAS_Sulfate_transp
1458300_11765_79,P,Pro_CA
1458300_11765_80,F,Pribosyltran
1458300_11765_81,K,TetR_N
1458300_11765_82,H,TP_methylase
1458300_11765_83,M,LppC
1458300_11765_84,L,UPF0102
1458300_11765_85,G,SIS_2
1458300_11765_86,S,BON
1458300_11765_87,S,SspB
1458300_11765_88,O,GST_C_GST_N_GST_N_3
1458300_11765_89,P,Cytochrom_C1
1458300_11765_90,C,Cytochrom_B_C_Cytochrom_B_N_2_Cytochrome_B
1458300_11765_91,C,Rieske_UCR_FeS_N
1458300_11765_92,J,Ribosomal_S9
1458300_11765_93,J,Ribosomal_L13
1458300_11765_94,D,AFG1_ATPase
1458300_11765_95,S,DUF1043
1458300_11765_96,M,PDZ_PDZ_2_Trypsin_2
1458300_11765_97,O,PDZ_2_Trypsin_2
1458300_11765_98,J,Ribosomal_L19
1458300_11765_99,J,tRNA_m1G_MT
1458300_11765_100,J,PRC_RimM
1458300_11765_101,J,Ribosomal_S16
1458300_11765_102,U,SRP54_SRP54_N_SRP_SPB
1458300_11765_103,S,Cytochrom_C_asm
1458300_11765_104,P,CBS_CorC_HlyC_DUF21
1458300_11765_105,H,LuxS
1458300_11765_106,H,Glu_cys_ligase
1458300_11765_107,S,Peptidase_M16_Peptidase_M16_C
1458300_11765_108,S,SNARE_assoc
1458300_11765_109,C,ADH_N_ADH_zinc_N_2
1458300_11765_110,C,OAD_beta
1458300_11765_111,CI,Biotin_lipoyl_HMGLlike_PYC_OADA
1458300_11765_112,C,OAD_gamma
1458300_11765_113,J,CsrA
1458300_11765_114,E,AA_kinase
1458300_11765_115,J,DHHA1_tRNAsynt_2c_tRNA_SAD
1458300_11765_116,S,RecX
1458300_11765_117,L,RecA
1458300_11765_118,S,CinA
1458300_11765_119,P,ABC_tran_TOBE_3
1458300_11765_120,P,BPD_transp_1
1458300_11765_121,P,BPD_transp_1
1458300_11765_122,P,SBP_bac_11
1458300_11765_123,E,PALP
1458300_11765_124,L,MutS_I_MutS_II_MutS_III_MutS_IV_MutS_V
1458300_11765_125,K,Sigma70_r1_2_Sigma70_r2_Sigma70_r3_Sigma70_r4
1458300_11765_126,M,LysM_Peptidase_M23
1458300_11765_127,J,PCMT
1458300_11765_128,S,SurE
1458300_11765_129,J,TruD
1458300_11765_130,I,YgbB
1458300_11765_131,I,IspD
1458300_11765_132,D,DivIC
1458300_11765_133,V,BacA
1458300_11765_134,H,HPPK
1458300_11765_135,H,FolB
1458300_11765_136,I,G3P_acyltransf
1458300_11765_137,S,Abhydrolase_1
1458300_11765_138,J,Peptidase_M22
1458300_11765_139,J,Ribosomal_S21
1458300_11765_140,S,YqeY
1458300_11765_141,L,DnaB_bind_DnaG_DnaB_bind_Toprim_2_Toprim_4_Toprim_N_zfCHC2
1458300_11765_142,K,Sigma70_ner_Sigma70_r1_1_Sigma70_r1_2_Sigma70_r2_Sigma70_r3_Sigma70_r4
1458300_11765_143,L,ArmDNAbind_3_Phage_int_SAM_3_Phage_integrase
1458300_11765_144,T,EAL_HDOD
1458300_11765_145,NT,HAMP_MCPsignal_dCache_1
1458300_11765_146,K,HATPase_c_HTH_18_Reg_prop_Response_reg_Y_Y_Y
1458300_11803_1,M,Lipocalin_2
1458300_11803_2,DJ,ParE_toxin
1458300_11803_3,D,PhdYeFM_antitox
1458300_11803_4,,
1458300_11803_5,L,N6_N4_Mtase
1458300_11803_6,,
1458300_12292_1,L,Y1_Tnp
1458300_12292_2,K,Acetyltransf_1_Acetyltransf_10_Acetyltransf_7_POR
1458300_12292_3,S,DUF3800
1458300_12292_4,O,GST_C_GST_N_3
1458300_12292_5,S,DUF4160
1458300_12292_6,K,DUF2442
1458300_12294_1,G,Transket_pyr_Transketolase_C_Transketolase_N
1458300_12294_2,F,TAL_FSA
1458300_12294_3,K,HTH_24_HTH_28_Sugarbind
1458300_12294_4,P,Rhodanese
1458300_12294_5,E,Glyoxalase
1458300_12294_6,H,ThiF
1458300_12294_7,H,MoCF_biosynth_MoeA_C_MoeA_N
1458300_12294_8,F,GTP_cyclohydroI
1458300_12294_9,O,PMSR_SelR
1458300_12294_10,F,FTHFS
1458300_12294_11,M,MscL
1458300_12294_12,Q,DJ1_PfpI
1458300_12294_13,,
1458300_12294_14,S,HAD_2
1458300_12294_15,K,GreA_GreB_Rnk_N
1458300_12294_16,S,HAD_2_Hydrolase
1458300_12294_17,H,Aminotran_3
1458300_12294_18,E,Aminotran_5
1458300_12294_19,P,SBP_bac_6
1458300_12294_20,P,ABC_tran_TOBE_2
1458300_12294_21,P,BPD_transp_1
1458300_12294_22,K,GntR_UTRA
1458300_12294_23,EG,EamA
1458300_12294_24,E,MFS_1_PTR2
1458300_12294_25,S,DUF218
1458300_12294_26,S,DUF333
1458300_12294_27,S,
1458300_12294_28,F,NUDIX
1458300_12294_29,E,SBP_bac_5
1458300_12294_30,P,BCCT_BPD_transp_1
1458300_12294_31,P,BPD_transp_1_OppC_N
1458300_12294_32,P,ABC_tran_oligo_HPY
1458300_12294_33,S,DUF296
1458300_12294_34,K,TetR_N
1458300_12294_35,O,GST_C_GST_C_2_GST_N_2_GST_N_3
1458300_12294_36,O,GST_C_GST_N
1458300_12294_37,ET,SBP_bac_3
1458300_12294_38,S,S4_2
1458300_12294_39,O,Peptidase_M48
1458300_12294_40,Q,4HBT
1458300_12294_41,S,DUF3389
1458300_12294_42,K,SBP_bac_5_SgrR_N
1458300_12294_43,P,Plug_TonB_dep_Rec
1458300_12294_44,K,HTH_1_LysR_substrate
1458300_12294_45,CM,ATPgrasp_5_Acetyltransf_1_Acetyltransf_3_CoA_binding_2_Succ_CoA_lig
1458300_12294_46,S,SPOR
1458300_12294_47,F,Dala_Dala_lig_C_Dala_Dala_lig_N
1458300_12294_48,S,DUF3319
1458300_12294_49,J,SUI1
1458300_12294_50,S,UPF0181
1458300_12294_51,S,TraF_2
1458300_12294_52,S,DUF2861
1458300_12294_53,K,Response_reg_Trans_reg_C
1458300_12294_54,T,DUF3404_HATPase_c_HisKA
1458300_12294_55,C,PNTB
1458300_12294_56,C,AlaDh_PNT_C_AlaDh_PNT_N_PNTB_4TM
1458300_12294_57,S,HlyU
1458300_12294_58,S,ComFB
1458300_12294_59,T,GGDEF
1458300_12294_60,H,Omp_AT
1458300_12294_61,E,G_glu_transpept
1458300_12294_62,ET,GGDEF_SBP_bac_3
1458300_12294_63,S,DUF3332
1458300_12294_64,P,MFS_1
1458300_12294_65,M,CTI
1458300_12294_66,,
1458300_12294_67,S,DUF3267_Peptidase_M50
1458300_12294_68,P,PhnA_PhnA_Zn_Ribbon
1458300_12294_69,,
1458300_12294_70,P,TerC
1458300_12294_72,F,5_nucleotid_C_Metallophos
1458300_12294_73,L,DUF2813
1458300_12294_74,S,DUF1097
1458300_12294_75,K,HTH_1_LysR_substrate
1458300_12294_76,P,CBS_Form_Nir_trans
1458300_12294_77,S,YceI
1458300_12294_78,C,Ni_hydr_CYTB
1458300_12294_79,,
1458300_12294_80,T,EAL
1458300_12294_82,S,SNARE_assoc
1458300_12294_83,U,MttA_Hcf106
1458300_12294_84,K,Response_reg_Trans_reg_C
1458300_12294_85,T,DUF4118_HATPase_c_HisKA
1458300_12294_86,C,EKR_Fer4_Fer4_16_Fer4_6_Fer4_7_PFOR_II_POR_POR_N_TPP_enzyme_C
1458300_12294_87,P,K_trans
1458300_12294_88,S,MMR_HSR1
1458300_12294_89,S,cobW
1458300_12294_90,P,Voltage_CLC
1458300_12294_91,P,SLAC1
1458300_12294_92,E,Aminotran_1_2
1458300_12294_93,T,HATPase_c_HisKA_Response_reg
1458300_12294_94,L,AAA_23_AAA_27_AAA_29_SbcCD_C
1458300_12294_95,L,Metallophos_SbcD_C
1458300_12294_96,K,LacI_Peripla_BP_1_Peripla_BP_4
1458300_12294_97,G,PTSHPr_PTS_EIIA_2
1458300_12294_98,H,PfkB
1458300_12294_99,G,PTS_EIIC_PTS_IIB
1458300_12294_100,O,Zn_protease
1458300_12294_101,E,Aminotran_1_2
1458300_12294_102,O,Fer4_12
1458300_12294_103,F,ATPcone_NRDD
1458300_12294_104,S,Phosphodiest
1458300_12833_1,,
1458300_12833_2,S,AAA_15_DUF3696
1458300_12833_3,S,DUF262
1458300_12833_4,H,DNA_methylase
1458300_12833_5,F,IMPDH
1458300_12833_6,M,OMP_bbrl_OmpA_membrane
1458300_12833_7,P,Ion_trans_2
1458300_12833_8,C,Na_H_antiporter
1458300_12833_9,C,2Hacid_dh_2Hacid_dh_C
1458300_12833_10,H,Carb_kinase_YjeF_N
1458300_12833_11,T,PAS_PAS_4
1458300_12833_12,T,Response_reg
1458300_12833_13,,
1458300_12833_14,,
1458300_12833_15,S,DUF331
1458300_12833_16,K,CSD
1458300_12833_17,C,FAD_binding_6_Globin_NAD_binding_1
1458300_12833_18,K,GAF_HTH_8_Sigma54_activat
1458300_12833_19,M,MS_channel
1458300_12833_20,E,M20_dimer_Peptidase_M20_Peptidase_M42
1458300_12833_21,U,Gate_Nucleos_tra2_C_Nucleos_tra2_N
1458300_12833_22,Q,DSBA
1458300_12833_23,,
1458300_12833_24,NT,Cache_3Cache_2_HAMP_MCPsignal_dCache_1
1458300_12833_25,S,AAA_3
1458300_12833_26,S,DUF58
1458300_12833_27,S,DUF4381
1458300_12833_28,S,VWA
1458300_12833_29,S,Collagen_TFIIA_TPR_1_TPR_11_TPR_19_TPR_2_VWA_2
1458300_12833_30,S,BatD
1458300_12833_31,S,SIMPL
1458300_12833_32,K,CSD
1458300_12833_33,T,GGDEF
1458300_12833_34,S,YkuD
1458300_12833_35,S,QSregVF_b
1458300_12833_37,H,Beta_elim_lyase
1458300_12833_38,U,Trp_Tyr_perm
1458300_12833_39,T,Usp
1458300_12833_40,,
1458300_12833_41,CP,DUF4040_MnhB_NADH5_C_Proton_antipo_M_Proton_antipo_N
1458300_12833_42,P,Oxidored_q2
1458300_12833_43,CP,Proton_antipo_M
1458300_12833_44,P,MNHE
1458300_12833_45,P,MrpF_PhaF
1458300_12833_46,P,PhaG_MnhG_YufB
1458300_12833_47,P,FAD_binding_8_Ferric_reduct_NAD_binding_1
1458300_12833_48,J,Pep_deformylase
1458300_12833_49,M,Peptidase_M66_TagA
1458300_12833_50,S,DAO
1458300_12833_51,S,DctM
1458300_12833_52,S,NMT1_3
1458300_12833_53,T,HTH_8_Response_reg_Sigma54_activat
1458300_12833_54,T,HATPase_c_HisKA_PAS_9
1458300_12833_55,S,CBM_5_12_LPMO_10
1458300_12833_56,S,DUF3316
1458300_12833_57,G,MFS_1
1458300_12833_58,C,GDPD
1458300_12833_59,T,cNMP_binding
1458300_12833_60,F,PNP_UDP_1
1458300_12833_61,H,NMN_transporter
1458300_12833_62,K,LacI_Peripla_BP_3
1458300_12833_63,H,PfkB
1458300_12833_64,G,Peripla_BP_4
1458300_12833_65,G,BPD_transp_2
1458300_12833_66,P,ABC_tran
1458300_12833_67,G,RbsD_FucU
1458300_12833_68,S,DUF3012
1458300_12833_70,M,ACD_PG_binding_1_Pesticin_Phage_GPD
1458300_12833_71,S,ImpA_N
1458300_12833_72,S,IcmFrelated_IcmF_C_ImcFrelated_N
1458300_12833_73,S,ImpA_N_T6SS_VasJ
1458300_12833_74,S,VasI
1458300_12833_75,K,HTH_8_Sigma54_activat
1458300_12833_76,O,AAA_AAA_2_ClpB_D2small_Clp_N
1458300_12833_77,N,DotU
1458300_12833_78,S,T6SS_VasE
1458300_12833_79,S,T6SSSciN
1458300_12833_80,T,FHA
1458300_12833_81,S,T6SS_TssG
1458300_12833_82,S,T6SS_TssF
1458300_12833_83,S,GPW_gp25
1458300_12833_84,S,VipB
1458300_12833_85,S,T6SS_VipA
1458300_12833_86,S,
1458300_12833_87,S,PAAR_motif
1458300_12833_88,J,PseudoU_synth_2
1458300_12833_89,U,STAS_Sulfate_transp
1458300_12833_90,S,HAD_2
1458300_12833_91,T,EAL
1458300_12833_92,M,Rhodanese
1458300_12833_93,S,GFO_IDH_MocA_GFO_IDH_MocA_C
1458300_12833_94,F,NAPRTase
1458300_12833_95,F,NUDIX
1458300_12833_96,O,P_proprotein_Reprolysin_3
1458300_12833_97,,
1458300_12833_98,K,HxlR
1458300_12833_99,S,Abhydrolase_5_LCAT_PGAP1
1458300_12833_100,S,DUF134
1458300_12833_101,EG,EamA
1458300_12833_102,U,SDF
1458300_12833_103,,
1458300_12833_104,,
1458300_12833_105,EGP,MFS_1
1458300_12833_106,K,MerR_MerRDNAbind_MerR_1
1458300_12833_107,EGP,MFS_1
1458300_12833_108,K,HTH_1_LysR_substrate
1458300_12833_110,T,EAL_GGDEF
1458300_12833_111,M,LysM_OapA_Peptidase_M23
1458300_12833_112,G,AMPK1_CBM
1458300_12833_113,P,STAS_Sulfate_transp
1458300_12833_114,S,Gate
1458300_12833_115,S,Oxidored_molyb
1458300_12833_116,T,GGDEF
1458300_12833_117,P,ABC_tran
1458300_12833_118,P,BPD_transp_1
1458300_12833_119,P,BPD_transp_1
1458300_12833_120,P,PBP_like_2
1458300_12833_121,NT,HAMP_MCPsignal
1458300_12833_122,KLT,DUF1566
1458300_12833_123,N,DUF1566
1458300_12833_124,O,P_proprotein_Peptidase_M36
1458300_12833_125,P,Plug_TonB_dep_Rec
1458300_12833_126,E,Peptidase_S9_Peptidase_S9_N
1458300_12833_127,L,DEAD_Helicase_C
1458300_12833_128,M,LPP
1458300_12833_129,M,LysM_YkuD
1458300_12833_130,H,DNA_photolyase_FAD_binding_7
1458300_12833_131,K,MerR_1
1458300_12833_132,S,DUF1722_DUF523
1458300_12833_133,F,PNP_UDP_1
1458300_12833_134,L,GerE
1458300_12833_135,S,
1458300_12833_136,T,GGDEF_TPR_7
1458300_12833_137,S,DUF3302
1458300_12833_138,V,Biotin_lipoyl_2_HlyD_D23
1458300_12833_139,M,PD40_PDZ_Peptidase_S41_Tricorn_C1_Tricorn_PDZ
1458300_12833_140,S,Acetyltransf_CG
1458300_12833_141,S,PilZ_YcgR_2
1458300_12833_142,P,Glt_symporter
1458300_12833_143,S,DUF368
1458300_12833_144,,
1458300_12833_145,S,SCO1SenC
1458300_12833_146,S,PCuAC
1458300_12833_147,E,SDF
1458300_12833_148,I,PAP2
1458300_12833_149,T,HDOD
1458300_12833_150,S,DUF839
1458300_12833_151,ET,
1458300_12833_152,NT,HAMP_MCPsignal
1458300_12833_153,E,Arginase
1458300_12833_154,K,HTH_11_HTH_20_HTH_IclR_IclR
1458300_12833_156,G,CBM_5_12_CBM_5_12_2_ChitinaseA_N_Glyco_hydro_18_REJ
1458300_12833_157,S,DUF2057
1458300_12833_158,P,Na_sulph_symp
1458300_12833_159,S,Mem_trans
1458300_12833_160,I,Acyl_transf_3
1458300_12833_161,S,MAPEG
1458300_12833_162,,
1458300_12833_163,,
1458300_12833_164,S,DUF4123
